,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score,Lannister_Word_Score,Stark_Word_Score,Targaryen_Word_Score,Mormont_Word_Score
724,5/1/2011,Season 1,Episode 3,Lord Snow,eddard stark,"I don't want to frighten you, but I won't lie to you either. We've come to a dangerous place. We cannot fight a war amongst ourselves. All right? Go on. It's yours.",House Stark, i do not want to frighten you but i will not lie to you either we have come to a dangerous place we cannot fight a war amongst ourselves all right go on it is yours,36,"['i', 'do', 'not', 'want', 'to', 'frighten', 'you', 'but', 'i', 'will', 'not', 'lie', 'to', 'you', 'either', 'we', 'have', 'come', 'to', 'a', 'dangerous', 'place', 'we', 'cannot', 'fight', 'a', 'war', 'amongst', 'ourselves', 'all', 'right', 'go', 'on', 'it', 'is', 'yours']","['want', 'frighten', 'lie', 'either', 'come', 'dangerous', 'place', 'cannot', 'fight', 'war', 'amongst', 'right', 'go']","['want', 'frighten', 'lie', 'either', 'come', 'dangerous', 'place', 'cannot', 'fight', 'war', 'amongst', 'right', 'go']", want frighten lie either come dangerous place cannot fight war amongst right go,"{'neg': 0.273, 'neu': 0.397, 'pos': 0.329, 'compound': 0.0335}",0.0335,0.0005701305064362388,0.0011490082244799227,0.0009363734257221781,0.0011218964928540072
725,5/1/2011,Season 1,Episode 3,Lord Snow,arya stark,I can keep it?,House Stark, i can keep it,4,"['i', 'can', 'keep', 'it']",['keep'],['keep'], keep,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0009827044025157233,0.0015216068167985392,0.0
726,5/1/2011,Season 1,Episode 3,Lord Snow,eddard stark,"Try not to stab your sister with it. If you're going to own a sword, you'd better know how to use it.",House Stark, try not to stab your sister with it if you are going to own a sword you would better know how to use it,24,"['try', 'not', 'to', 'stab', 'your', 'sister', 'with', 'it', 'if', 'you', 'are', 'going', 'to', 'own', 'a', 'sword', 'you', 'would', 'better', 'know', 'how', 'to', 'use', 'it']","['try', 'stab', 'sister', 'going', 'sword', 'would', 'better', 'know', 'use']","['try', 'stab', 'sister', 'going', 'sword', 'would', 'better', 'know', 'use']", try stab sister going sword would better know use,"{'neg': 0.277, 'neu': 0.511, 'pos': 0.212, 'compound': -0.2263}",-0.2263,0.0013768255806472368,0.001812543675751223,0.0010482180293501049,0.0007750299443387586
728,5/1/2011,Season 1,Episode 3,Lord Snow,bran stark,I hate your stories.,House Stark, i hate your stories,4,"['i', 'hate', 'your', 'stories']","['hate', 'stories']","['hate', 'story']", hate story,"{'neg': 0.787, 'neu': 0.213, 'pos': 0.0, 'compound': -0.5719}",-0.5719,0.0,0.0,0.0,0.0
730,5/1/2011,Season 1,Episode 3,Lord Snow,bran stark,Those weren't my favorites. My favorites were the scary ones.,House Stark, those were not my favorites my favorites were the scary ones,11,"['those', 'were', 'not', 'my', 'favorites', 'my', 'favorites', 'were', 'the', 'scary', 'ones']","['favorites', 'favorites', 'scary', 'ones']","['favorite', 'favorite', 'scary', 'one']", favorite favorite scary one,"{'neg': 0.314, 'neu': 0.098, 'pos': 0.588, 'compound': 0.4215}",0.4215,0.0006948465547191662,0.0008352987421383648,0.0010651247717589774,0.0004755865567533291
732,5/1/2011,Season 1,Episode 3,Lord Snow,robb stark,What are you telling him now?,House Stark, what are you telling him now,6,"['what', 'are', 'you', 'telling', 'him', 'now']",['telling'],['telling'], telling,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
734,5/1/2011,Season 1,Episode 3,Lord Snow,robb stark,Get your supper. I want some time with him. One time she told me the sky is blue because we live inside the eye of a blue-eyed giant named Macumber.,House Stark, get your supper i want some time with him one time she told me the sky is blue because we live inside the eye of a blueeyed giant named macumber,30,"['get', 'your', 'supper', 'i', 'want', 'some', 'time', 'with', 'him', 'one', 'time', 'she', 'told', 'me', 'the', 'sky', 'is', 'blue', 'because', 'we', 'live', 'inside', 'the', 'eye', 'of', 'a', 'blueeyed', 'giant', 'named', 'macumber']","['get', 'supper', 'want', 'time', 'one', 'time', 'told', 'sky', 'blue', 'live', 'inside', 'eye', 'blueeyed', 'giant', 'named', 'macumber']","['get', 'supper', 'want', 'time', 'one', 'time', 'told', 'sky', 'blue', 'live', 'inside', 'eye', 'blueeyed', 'giant', 'named', 'macumber']", get supper want time one time told sky blue live inside eye blueeyed giant named macumber,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.0772}",0.0772,0.0007455124493341052,0.0010072720125786163,0.0007608034083992696,0.0005152187698161066
735,5/1/2011,Season 1,Episode 3,Lord Snow,bran stark,Maybe we do.,House Stark, maybe we do,3,"['maybe', 'we', 'do']",['maybe'],['maybe'], maybe,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
736,5/1/2011,Season 1,Episode 3,Lord Snow,robb stark,"How do you feel? You still don't remember anything? I've seen you climb a thousand times. In the wind, in the rain... A thousand times. You never fall.",House Stark, how do you feel you still do not remember anything i have seen you climb a thousand times in the wind in the rain a thousand times you never fall,30,"['how', 'do', 'you', 'feel', 'you', 'still', 'do', 'not', 'remember', 'anything', 'i', 'have', 'seen', 'you', 'climb', 'a', 'thousand', 'times', 'in', 'the', 'wind', 'in', 'the', 'rain', 'a', 'thousand', 'times', 'you', 'never', 'fall']","['feel', 'still', 'remember', 'anything', 'seen', 'climb', 'thousand', 'times', 'wind', 'rain', 'thousand', 'times', 'never', 'fall']","['feel', 'still', 'remember', 'anything', 'seen', 'climb', 'thousand', 'time', 'wind', 'rain', 'thousand', 'time', 'never', 'fall']", feel still remember anything seen climb thousand time wind rain thousand time never fall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0006369426751592356,0.0005685646900269542,0.0009564385705590819,0.00036235166228825073
737,5/1/2011,Season 1,Episode 3,Lord Snow,bran stark,"I did though. It's true, isn't it... what Maester Luwin says about my legs? I'd rather be dead.",House Stark, i did though it is true is not it what maester luwin says about my legs i would rather be dead,21,"['i', 'did', 'though', 'it', 'is', 'true', 'is', 'not', 'it', 'what', 'maester', 'luwin', 'says', 'about', 'my', 'legs', 'i', 'would', 'rather', 'be', 'dead']","['though', 'true', 'maester', 'luwin', 'says', 'legs', 'would', 'rather', 'dead']","['though', 'true', 'maester', 'luwin', 'say', 'leg', 'would', 'rather', 'dead']", though true maester luwin say leg would rather dead,"{'neg': 0.305, 'neu': 0.496, 'pos': 0.199, 'compound': -0.3612}",-0.3612,0.0007463166698835488,0.0011137316561844863,0.0007438966659903969,0.0006341154090044388
738,5/1/2011,Season 1,Episode 3,Lord Snow,robb stark,Don't ever say that.,House Stark, do not ever say that,5,"['do', 'not', 'ever', 'say', 'that']","['ever', 'say']","['ever', 'say']", ever say,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0013317892298784018,0.0014249213836477989,0.0018259281801582471,0.0012682308180088776
739,5/1/2011,Season 1,Episode 3,Lord Snow,bran stark,I'd rather be dead.,House Stark, i would rather be dead,5,"['i', 'would', 'rather', 'be', 'dead']","['would', 'rather', 'dead']","['would', 'rather', 'dead']", would rather dead,"{'neg': 0.683, 'neu': 0.317, 'pos': 0.0, 'compound': -0.6486}",-0.6486,0.0016599112140513416,0.0023912473794549267,0.0012172854534388314,0.0010568590150073982
741,5/1/2011,Season 1,Episode 3,Lord Snow,catelyn stark,It's nine years since I've set foot in the capital. And no one knew who I was the last time I came either.,House Stark, it is nine years since i have set foot in the capital and no one knew who i was the last time i came either,25,"['it', 'is', 'nine', 'years', 'since', 'i', 'have', 'set', 'foot', 'in', 'the', 'capital', 'and', 'no', 'one', 'knew', 'who', 'i', 'was', 'the', 'last', 'time', 'i', 'came', 'either']","['nine', 'years', 'since', 'set', 'foot', 'capital', 'one', 'knew', 'last', 'time', 'came', 'either']","['nine', 'year', 'since', 'set', 'foot', 'capital', 'one', 'knew', 'last', 'time', 'came', 'either']", nine year since set foot capital one knew last time came either,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0005983400887859486,0.0005568658280922432,0.0005832826131061068,0.0001585288522511097
744,5/1/2011,Season 1,Episode 3,Lord Snow,catelyn stark,I would. We've done nothing wrong.,House Stark, i would we have done nothing wrong,7,"['i', 'would', 'we', 'have', 'done', 'nothing', 'wrong']","['would', 'done', 'nothing', 'wrong']","['would', 'done', 'nothing', 'wrong']", would done nothing wrong,"{'neg': 0.0, 'neu': 0.54, 'pos': 0.46, 'compound': 0.3724}",0.3724,0.0015923566878980893,0.001891705974842767,0.0014455264759586123,0.0003170577045022194
746,5/1/2011,Season 1,Episode 3,Lord Snow,catelyn stark,"Instructed? I don't know who's providing your instructions, but...",House Stark, instructed i do not know who is providing your instructions but,11,"['instructed', 'i', 'do', 'not', 'know', 'who', 'is', 'providing', 'your', 'instructions', 'but']","['instructed', 'know', 'providing', 'instructions']","['instructed', 'know', 'providing', 'instruction']", instructed know providing instruction,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0005790387955993051,0.0011792452830188679,0.0010651247717589774,0.0004755865567533291
749,5/1/2011,Season 1,Episode 3,Lord Snow,catelyn stark,You little worm! You take me for some back-alley Sally you can drag into a…,House Stark, you little worm you take me for some backalley sally you can drag into a…,15,"['you', 'little', 'worm', 'you', 'take', 'me', 'for', 'some', 'backalley', 'sally', 'you', 'can', 'drag', 'into', 'a']","['little', 'worm', 'take', 'backalley', 'sally', 'drag']","['little', 'worm', 'take', 'backalley', 'sally', 'drag']", little worm take backalley sally drag,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.2263}",-0.2263,0.0005211349160393746,0.00022929769392033541,0.0006593629539460337,0.0003170577045022194
751,5/1/2011,Season 1,Episode 3,Lord Snow,catelyn stark,How dare you bring me here! Have you lost your mind?,House Stark, how dare you bring me here have you lost your mind,11,"['how', 'dare', 'you', 'bring', 'me', 'here', 'have', 'you', 'lost', 'your', 'mind']","['dare', 'bring', 'lost', 'mind']","['dare', 'bring', 'lost', 'mind']", dare bring lost mind,"{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.0,0.0,0.00030432136335970786,0.0006341154090044388
753,5/1/2011,Season 1,Episode 3,Lord Snow,catelyn stark,How did you know I was coming to King's Landing?,House Stark, how did you know i was coming to kings landing,10,"['how', 'did', 'you', 'know', 'i', 'was', 'coming', 'to', 'kings', 'landing']","['know', 'coming', 'kings', 'landing']","['know', 'coming', 'king', 'landing']", know coming king landing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0015344528083381585,0.0029726808176100627,0.0016737674984783932,0.0011097019657577679
756,5/1/2011,Season 1,Episode 3,Lord Snow,catelyn stark,Lord Varys.,House Stark, lord varys,2,"['lord', 'varys']","['lord', 'varys']","['lord', 'varys']", lord varys,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0023161551823972205,0.0026041666666666665,0.0007608034083992696,0.0
758,5/1/2011,Season 1,Episode 3,Lord Snow,catelyn stark,How did you know I was coming?,House Stark, how did you know i was coming,7,"['how', 'did', 'you', 'know', 'i', 'was', 'coming']","['know', 'coming']","['know', 'coming']", know coming,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0011580775911986102,0.0029972484276729557,0.002130249543517955,0.0009511731135066582
760,5/1/2011,Season 1,Episode 3,Lord Snow,catelyn stark,Do you know whose dagger this is?,House Stark, do you know whose dagger this is,7,"['do', 'you', 'know', 'whose', 'dagger', 'this', 'is']","['know', 'whose', 'dagger']","['know', 'whose', 'dagger']", know whose dagger,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0007720517274657402,0.001572327044025157,0.0014201663623453033,0.0006341154090044388
763,5/1/2011,Season 1,Episode 3,Lord Snow,catelyn stark,Yours?,House Stark, yours,1,['yours'],[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
765,5/1/2011,Season 1,Episode 3,Lord Snow,catelyn stark,To whom?,House Stark, to whom,2,"['to', 'whom']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
770,5/1/2011,Season 1,Episode 3,Lord Snow,tyrion lannister,A charming man.,House Lannister, a charming man,3,"['a', 'charming', 'man']","['charming', 'man']","['charming', 'man']", charming man,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,0.0015055008685581934,0.0011301100628930817,0.0013694461351186854,0.0025364616360177552
771,5/1/2011,Season 1,Episode 3,Lord Snow,jeor mormont,I don't need him to be charming. I need him to turn this bunch of thieves and runaways into men of the Night's Watch.,House Mormont, i do not need him to be charming i need him to turn this bunch of thieves and runaways into men of the nights watch,25,"['i', 'do', 'not', 'need', 'him', 'to', 'be', 'charming', 'i', 'need', 'him', 'to', 'turn', 'this', 'bunch', 'of', 'thieves', 'and', 'runaways', 'into', 'men', 'of', 'the', 'nights', 'watch']","['need', 'charming', 'need', 'turn', 'bunch', 'thieves', 'runaways', 'men', 'nights', 'watch']","['need', 'charming', 'need', 'turn', 'bunch', 'thief', 'runaway', 'men', 'night', 'watch']", need charming need turn bunch thief runaway men night watch,"{'neg': 0.224, 'neu': 0.526, 'pos': 0.25, 'compound': 0.1027}",0.1027,0.00037058482918355523,0.00019654088050314466,0.0008216676810712112,0.0015218769816106534
772,5/1/2011,Season 1,Episode 3,Lord Snow,tyrion lannister,"And how's that going, Commander Mormont?",House Lannister, and how is that going commander mormont,7,"['and', 'how', 'is', 'that', 'going', 'commander', 'mormont']","['going', 'commander', 'mormont']","['going', 'commander', 'mormont']", going commander mormont,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0005404362092260182,0.0006551362683438155,0.0,0.0
773,5/1/2011,Season 1,Episode 3,Lord Snow,jeor mormont,Slowly. A raven came for Ned Stark's son.,House Mormont, slowly a raven came for ned starks son,8,"['slowly', 'a', 'raven', 'came', 'for', 'ned', 'starks', 'son']","['slowly', 'raven', 'came', 'ned', 'starks', 'son']","['slowly', 'raven', 'came', 'ned', 'starks', 'son']", slowly raven came ned starks son,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0007141478479058097,0.00022929769392033541,0.0004564820450395618,0.0005284295075036991
774,5/1/2011,Season 1,Episode 3,Lord Snow,tyrion lannister,Good news or bad?,House Lannister, good news or bad,4,"['good', 'news', 'or', 'bad']","['good', 'news', 'bad']","['good', 'news', 'bad']", good news bad,"{'neg': 0.473, 'neu': 0.135, 'pos': 0.392, 'compound': -0.1531}",-0.1531,0.0007334491410924531,0.0006878930817610062,0.0,0.001479602621010357
775,5/1/2011,Season 1,Episode 3,Lord Snow,jeor mormont,Both.,House Mormont, both,1,['both'],[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
776,5/1/2011,Season 1,Episode 3,Lord Snow,grand maester pycelle,Lord Stark. I meant to give you this earlier. So forgetful these days. A raven from Winterfell this morning.,House Lannister, lord stark i meant to give you this earlier so forgetful these days a raven from winterfell this morning,19,"['lord', 'stark', 'i', 'meant', 'to', 'give', 'you', 'this', 'earlier', 'so', 'forgetful', 'these', 'days', 'a', 'raven', 'from', 'winterfell', 'this', 'morning']","['lord', 'stark', 'meant', 'give', 'earlier', 'forgetful', 'days', 'raven', 'winterfell', 'morning']","['lord', 'stark', 'meant', 'give', 'earlier', 'forgetful', 'day', 'raven', 'winterfell', 'morning']", lord stark meant give earlier forgetful day raven winterfell morning,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0.0010770121598147075,0.0009630503144654088,0.00015216068167985393,0.00019023462270133164
778,5/1/2011,Season 1,Episode 3,Lord Snow,eddard stark,My wife is in Winterfell.,House Stark, my wife is in winterfell,5,"['my', 'wife', 'is', 'in', 'winterfell']","['wife', 'winterfell']","['wife', 'winterfell']", wife winterfell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0009335691823899371,0.0,0.0
781,5/1/2011,Season 1,Episode 3,Lord Snow,eddard stark,You're a funny man. A very funny man.,House Stark, you are a funny man a very funny man,9,"['you', 'are', 'a', 'funny', 'man', 'a', 'very', 'funny', 'man']","['funny', 'man', 'funny', 'man']","['funny', 'man', 'funny', 'man']", funny man funny man,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.7003}",0.7003,0.0015055008685581934,0.0011301100628930817,0.0013694461351186854,0.0025364616360177552
782,5/1/2011,Season 1,Episode 3,Lord Snow,catelyn stark,Ned! [poking her head out of a window],House Stark, ned poking her head out of a window,8,"['ned', 'poking', 'her', 'head', 'out', 'of', 'a', 'window']","['ned', 'poking', 'head', 'window']","['ned', 'poking', 'head', 'window']", ned poking head window,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0002026635784597568,0.0,0.0,0.0007926442612555486
785,5/1/2011,Season 1,Episode 3,Lord Snow,jon snow,It's an improvement.,House Stark, it is an improvement,4,"['it', 'is', 'an', 'improvement']",['improvement'],['improvement'], improvement,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,0.0,0.0,0.0,0.0
789,5/1/2011,Season 1,Episode 3,Lord Snow,tyrion lannister,I'm looking at you. You've got an interesting face. Very distinctive faces. All of you.,House Lannister, i am looking at you you have got an interesting face very distinctive faces all of you,17,"['i', 'am', 'looking', 'at', 'you', 'you', 'have', 'got', 'an', 'interesting', 'face', 'very', 'distinctive', 'faces', 'all', 'of', 'you']","['looking', 'got', 'interesting', 'face', 'distinctive', 'faces']","['looking', 'got', 'interesting', 'face', 'distinctive', 'face']", looking got interesting face distinctive face,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,0.0,0.0,0.0,0.0
